"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-81,8,0.001
"cpd00099","Cl-",-34.9519941955805,-1,45,0.001
"cpd00067","H+",-39.1217632917687,-30,95,0.001
"cpd00063","Ca2+",-30.7491610292345,-62,17,0.001
"cpd00058","Cu2+",-51.2255072593689,-41,9,0.001
"cpd00048","Sulfate",-80.0927140749991,-6,47,0.001
"cpd00034","Zn2+",-53.8040572311729,-96,36,0.001
"cpd00030","Mn2+",-61.5523205138743,-87,88,0.001
"cpd00013","NH3",-46.0513414116576,-10,7,0.001
"cpd00009","Phosphate",-2.72442132700235,-11,43,0.001
"cpd00001","H2O",-57.7415168518201,-36,92,0.001
"cpd00007","O2",-33.0999584402889,-13,24,0.001
"cpd00205","K+",-69.4771339418367,-61,21,0.001
"cpd00254","Mg",-33.002691459842,-56,78,0.001
"cpd00971","Na+",-2.34610978513956,-51,47,0.001
"cpd10515","Fe+2",-56.9048840552568,-43,72,0.001
"cpd10516","Fe+3",-84.9049428477883,-40,51,0.001
"cpd11574","Molybdate",-60.714746825397,-29,95,0.001
"cpd00244","Ni2+",-25.8652033982798,-99,76,0.001
"cpd00027","D-Glucose",-85.3294178145006,-26,44,0.001
