"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-91,74,0.001
"cpd00099","Cl-",-34.9519941955805,-59,91,0.001
"cpd00067","H+",-39.1217632917687,-14,9,0.001
"cpd00063","Ca2+",-30.7491610292345,-58,63,0.001
"cpd00058","Cu2+",-51.2255072593689,-17,52,0.001
"cpd00048","Sulfate",-80.0927140749991,-22,44,0.001
"cpd00034","Zn2+",-53.8040572311729,-61,25,0.001
"cpd00030","Mn2+",-61.5523205138743,-80,41,0.001
"cpd00013","NH3",-46.0513414116576,-94,37,0.001
"cpd00009","Phosphate",-2.72442132700235,-15,11,0.001
"cpd00001","H2O",-57.7415168518201,-30,76,0.001
"cpd00007","O2",-33.0999584402889,-26,90,0.001
"cpd00205","K+",-69.4771339418367,-64,11,0.001
"cpd00254","Mg",-33.002691459842,-65,78,0.001
"cpd00971","Na+",-2.34610978513956,-99,28,0.001
"cpd10515","Fe+2",-56.9048840552568,-48,32,0.001
"cpd10516","Fe+3",-84.9049428477883,-32,88,0.001
"cpd11574","Molybdate",-60.714746825397,-56,23,0.001
"cpd00244","Ni2+",-25.8652033982798,-92,89,0.001
"cpd00027","D-Glucose",-85.3294178145006,-34,7,0.001
