"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-50,91,0.001
"cpd00099","Cl-",-34.9519941955805,-78,99,0.001
"cpd00067","H+",-39.1217632917687,-66,100,0.001
"cpd00063","Ca2+",-30.7491610292345,-13,36,0.001
"cpd00058","Cu2+",-51.2255072593689,-73,84,0.001
"cpd00048","Sulfate",-80.0927140749991,-19,47,0.001
"cpd00034","Zn2+",-53.8040572311729,-19,1,0.001
"cpd00030","Mn2+",-61.5523205138743,-42,80,0.001
"cpd00013","NH3",-46.0513414116576,-74,34,0.001
"cpd00009","Phosphate",-2.72442132700235,-3,53,0.001
"cpd00001","H2O",-57.7415168518201,-86,48,0.001
"cpd00007","O2",-33.0999584402889,-35,32,0.001
"cpd00205","K+",-69.4771339418367,-13,60,0.001
"cpd00254","Mg",-33.002691459842,-44,13,0.001
"cpd00971","Na+",-2.34610978513956,-62,53,0.001
"cpd10515","Fe+2",-56.9048840552568,-99,95,0.001
"cpd10516","Fe+3",-84.9049428477883,-77,8,0.001
"cpd11574","Molybdate",-60.714746825397,-85,72,0.001
"cpd00244","Ni2+",-25.8652033982798,-9,81,0.001
"cpd00027","D-Glucose",-85.3294178145006,-5,25,0.001
