"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-3,68,0.001
"cpd00099","Cl-",-34.9519941955805,-80,46,0.001
"cpd00067","H+",-39.1217632917687,-75,11,0.001
"cpd00063","Ca2+",-30.7491610292345,-79,99,0.001
"cpd00058","Cu2+",-51.2255072593689,-33,62,0.001
"cpd00048","Sulfate",-80.0927140749991,-22,70,0.001
"cpd00034","Zn2+",-53.8040572311729,-99,65,0.001
"cpd00030","Mn2+",-61.5523205138743,-87,43,0.001
"cpd00013","NH3",-46.0513414116576,-17,50,0.001
"cpd00009","Phosphate",-2.72442132700235,-88,67,0.001
"cpd00001","H2O",-57.7415168518201,-1,79,0.001
"cpd00007","O2",-33.0999584402889,-98,55,0.001
"cpd00205","K+",-69.4771339418367,-9,60,0.001
"cpd00254","Mg",-33.002691459842,-69,8,0.001
"cpd00971","Na+",-2.34610978513956,-6,64,0.001
"cpd10515","Fe+2",-56.9048840552568,-45,89,0.001
"cpd10516","Fe+3",-84.9049428477883,-7,82,0.001
"cpd11574","Molybdate",-60.714746825397,-3,16,0.001
"cpd00244","Ni2+",-25.8652033982798,-17,86,0.001
"cpd00027","D-Glucose",-85.3294178145006,-81,79,0.001
