"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-21,7,0.001
"cpd00099","Cl-",-34.9519941955805,-16,98,0.001
"cpd00067","H+",-39.1217632917687,-91,1,0.001
"cpd00063","Ca2+",-30.7491610292345,-80,59,0.001
"cpd00058","Cu2+",-51.2255072593689,-19,65,0.001
"cpd00048","Sulfate",-80.0927140749991,-14,91,0.001
"cpd00034","Zn2+",-53.8040572311729,-42,50,0.001
"cpd00030","Mn2+",-61.5523205138743,-52,38,0.001
"cpd00013","NH3",-46.0513414116576,-66,26,0.001
"cpd00009","Phosphate",-2.72442132700235,-5,94,0.001
"cpd00001","H2O",-57.7415168518201,0,68,0.001
"cpd00007","O2",-33.0999584402889,-61,93,0.001
"cpd00205","K+",-69.4771339418367,-46,8,0.001
"cpd00254","Mg",-33.002691459842,-48,70,0.001
"cpd00971","Na+",-2.34610978513956,-11,48,0.001
"cpd10515","Fe+2",-56.9048840552568,-2,52,0.001
"cpd10516","Fe+3",-84.9049428477883,-66,10,0.001
"cpd11574","Molybdate",-60.714746825397,-29,66,0.001
"cpd00244","Ni2+",-25.8652033982798,-25,86,0.001
"cpd00027","D-Glucose",-85.3294178145006,-77,99,0.001
