"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-9,98,0.001
"cpd00099","Cl-",-34.9519941955805,-61,68,0.001
"cpd00067","H+",-39.1217632917687,-93,8,0.001
"cpd00063","Ca2+",-30.7491610292345,-8,11,0.001
"cpd00058","Cu2+",-51.2255072593689,-98,61,0.001
"cpd00048","Sulfate",-80.0927140749991,-74,91,0.001
"cpd00034","Zn2+",-53.8040572311729,-62,95,0.001
"cpd00030","Mn2+",-61.5523205138743,-7,91,0.001
"cpd00013","NH3",-46.0513414116576,-49,43,0.001
"cpd00009","Phosphate",-2.72442132700235,-26,18,0.001
"cpd00001","H2O",-57.7415168518201,-16,51,0.001
"cpd00007","O2",-33.0999584402889,-87,84,0.001
"cpd00205","K+",-69.4771339418367,-52,28,0.001
"cpd00254","Mg",-33.002691459842,-23,65,0.001
"cpd00971","Na+",-2.34610978513956,-44,95,0.001
"cpd10515","Fe+2",-56.9048840552568,-64,77,0.001
"cpd10516","Fe+3",-84.9049428477883,-71,8,0.001
"cpd11574","Molybdate",-60.714746825397,-50,35,0.001
"cpd00244","Ni2+",-25.8652033982798,-12,11,0.001
"cpd00027","D-Glucose",-85.3294178145006,-60,71,0.001
