"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-42,16,0.001
"cpd00099","Cl-",-34.9519941955805,-92,52,0.001
"cpd00067","H+",-39.1217632917687,-87,58,0.001
"cpd00063","Ca2+",-30.7491610292345,-17,39,0.001
"cpd00058","Cu2+",-51.2255072593689,-30,58,0.001
"cpd00048","Sulfate",-80.0927140749991,-34,17,0.001
"cpd00034","Zn2+",-53.8040572311729,-97,65,0.001
"cpd00030","Mn2+",-61.5523205138743,-39,31,0.001
"cpd00013","NH3",-46.0513414116576,-52,18,0.001
"cpd00009","Phosphate",-2.72442132700235,-31,11,0.001
"cpd00001","H2O",-57.7415168518201,-59,29,0.001
"cpd00007","O2",-33.0999584402889,-59,89,0.001
"cpd00205","K+",-69.4771339418367,-67,18,0.001
"cpd00254","Mg",-33.002691459842,-8,94,0.001
"cpd00971","Na+",-2.34610978513956,-42,67,0.001
"cpd10515","Fe+2",-56.9048840552568,-64,83,0.001
"cpd10516","Fe+3",-84.9049428477883,-99,8,0.001
"cpd11574","Molybdate",-60.714746825397,-88,64,0.001
"cpd00244","Ni2+",-25.8652033982798,-48,41,0.001
"cpd00027","D-Glucose",-85.3294178145006,-59,58,0.001
