"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-82,71,0.001
"cpd00099","Cl-",-34.9519941955805,-63,55,0.001
"cpd00067","H+",-39.1217632917687,-84,93,0.001
"cpd00063","Ca2+",-30.7491610292345,-16,76,0.001
"cpd00058","Cu2+",-51.2255072593689,-57,13,0.001
"cpd00048","Sulfate",-80.0927140749991,-69,62,0.001
"cpd00034","Zn2+",-53.8040572311729,-78,64,0.001
"cpd00030","Mn2+",-61.5523205138743,-83,63,0.001
"cpd00013","NH3",-46.0513414116576,-90,93,0.001
"cpd00009","Phosphate",-2.72442132700235,-75,92,0.001
"cpd00001","H2O",-57.7415168518201,-7,57,0.001
"cpd00007","O2",-33.0999584402889,-20,18,0.001
"cpd00205","K+",-69.4771339418367,-2,83,0.001
"cpd00254","Mg",-33.002691459842,-11,88,0.001
"cpd00971","Na+",-2.34610978513956,-19,31,0.001
"cpd10515","Fe+2",-56.9048840552568,-77,54,0.001
"cpd10516","Fe+3",-84.9049428477883,-79,6,0.001
"cpd11574","Molybdate",-60.714746825397,-79,12,0.001
"cpd00244","Ni2+",-25.8652033982798,-78,75,0.001
"cpd00027","D-Glucose",-85.3294178145006,-8,17,0.001
