"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-49,73,0.001
"cpd00099","Cl-",-34.9519941955805,-27,66,0.001
"cpd00067","H+",-39.1217632917687,-10,96,0.001
"cpd00063","Ca2+",-30.7491610292345,-33,6,0.001
"cpd00058","Cu2+",-51.2255072593689,-46,89,0.001
"cpd00048","Sulfate",-80.0927140749991,-87,24,0.001
"cpd00034","Zn2+",-53.8040572311729,-82,22,0.001
"cpd00030","Mn2+",-61.5523205138743,-77,38,0.001
"cpd00013","NH3",-46.0513414116576,-32,33,0.001
"cpd00009","Phosphate",-2.72442132700235,-51,88,0.001
"cpd00001","H2O",-57.7415168518201,-73,86,0.001
"cpd00007","O2",-33.0999584402889,-46,25,0.001
"cpd00205","K+",-69.4771339418367,-74,16,0.001
"cpd00254","Mg",-33.002691459842,-54,5,0.001
"cpd00971","Na+",-2.34610978513956,-8,37,0.001
"cpd10515","Fe+2",-56.9048840552568,-68,20,0.001
"cpd10516","Fe+3",-84.9049428477883,-98,56,0.001
"cpd11574","Molybdate",-60.714746825397,-4,72,0.001
"cpd00244","Ni2+",-25.8652033982798,-72,81,0.001
"cpd00027","D-Glucose",-85.3294178145006,-80,29,0.001
