"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-59,67,0.001
"cpd00099","Cl-",-34.9519941955805,-17,80,0.001
"cpd00067","H+",-39.1217632917687,-86,84,0.001
"cpd00063","Ca2+",-30.7491610292345,-82,58,0.001
"cpd00058","Cu2+",-51.2255072593689,-85,28,0.001
"cpd00048","Sulfate",-80.0927140749991,-93,71,0.001
"cpd00034","Zn2+",-53.8040572311729,-71,11,0.001
"cpd00030","Mn2+",-61.5523205138743,-72,46,0.001
"cpd00013","NH3",-46.0513414116576,-59,96,0.001
"cpd00009","Phosphate",-2.72442132700235,-67,21,0.001
"cpd00001","H2O",-57.7415168518201,-32,67,0.001
"cpd00007","O2",-33.0999584402889,-67,37,0.001
"cpd00205","K+",-69.4771339418367,-23,20,0.001
"cpd00254","Mg",-33.002691459842,-99,21,0.001
"cpd00971","Na+",-2.34610978513956,-79,19,0.001
"cpd10515","Fe+2",-56.9048840552568,-1,62,0.001
"cpd10516","Fe+3",-84.9049428477883,-4,32,0.001
"cpd11574","Molybdate",-60.714746825397,-31,91,0.001
"cpd00244","Ni2+",-25.8652033982798,-52,3,0.001
"cpd00027","D-Glucose",-85.3294178145006,-80,91,0.001
