"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-79,31,0.001
"cpd00099","Cl-",-34.9519941955805,-98,96,0.001
"cpd00067","H+",-39.1217632917687,-19,34,0.001
"cpd00063","Ca2+",-30.7491610292345,-2,49,0.001
"cpd00058","Cu2+",-51.2255072593689,-15,78,0.001
"cpd00048","Sulfate",-80.0927140749991,-73,58,0.001
"cpd00034","Zn2+",-53.8040572311729,-35,27,0.001
"cpd00030","Mn2+",-61.5523205138743,-22,13,0.001
"cpd00013","NH3",-46.0513414116576,-52,23,0.001
"cpd00009","Phosphate",-2.72442132700235,-75,89,0.001
"cpd00001","H2O",-57.7415168518201,-44,2,0.001
"cpd00007","O2",-33.0999584402889,-100,43,0.001
"cpd00205","K+",-69.4771339418367,-80,100,0.001
"cpd00254","Mg",-33.002691459842,-69,35,0.001
"cpd00971","Na+",-2.34610978513956,-58,79,0.001
"cpd10515","Fe+2",-56.9048840552568,-92,28,0.001
"cpd10516","Fe+3",-84.9049428477883,-82,33,0.001
"cpd11574","Molybdate",-60.714746825397,-13,48,0.001
"cpd00244","Ni2+",-25.8652033982798,-49,37,0.001
"cpd00027","D-Glucose",-85.3294178145006,-2,33,0.001
