"compounds","name","formula","minFlux","maxFlux","concentration"
"cpd00149","Co2+",-18.215208617039,-7,69,0.001
"cpd00099","Cl-",-34.9519941955805,-81,66,0.001
"cpd00067","H+",-39.1217632917687,-29,14,0.001
"cpd00063","Ca2+",-30.7491610292345,-13,87,0.001
"cpd00058","Cu2+",-51.2255072593689,-32,51,0.001
"cpd00048","Sulfate",-80.0927140749991,-1,37,0.001
"cpd00034","Zn2+",-53.8040572311729,-85,60,0.001
"cpd00030","Mn2+",-61.5523205138743,-80,51,0.001
"cpd00013","NH3",-46.0513414116576,-85,6,0.001
"cpd00009","Phosphate",-2.72442132700235,-78,67,0.001
"cpd00001","H2O",-57.7415168518201,-70,15,0.001
"cpd00007","O2",-33.0999584402889,-88,7,0.001
"cpd00205","K+",-69.4771339418367,-70,62,0.001
"cpd00254","Mg",-33.002691459842,-8,44,0.001
"cpd00971","Na+",-2.34610978513956,-74,74,0.001
"cpd10515","Fe+2",-56.9048840552568,-53,93,0.001
"cpd10516","Fe+3",-84.9049428477883,-90,2,0.001
"cpd11574","Molybdate",-60.714746825397,-82,85,0.001
"cpd00244","Ni2+",-25.8652033982798,-7,52,0.001
"cpd00027","D-Glucose",-85.3294178145006,-44,84,0.001
